record_id,timestamp,intersection_id,intersection_name,latitude,longitude,vehicle_count,average_speed,signal_cycle_time,green_time,yellow_time,red_time,weather_condition,day_of_week,is_holiday,event,pollution_level,car_count,bus_count,truck_count,motorcycle_count,is_weekend,hour_of_day
1460,2023-01-02 00:10:00,10,Minto Park,25.4352,81.882,114.0,31.21,120,57,4,59,Clear,Monday,0,0,2.47,65,14,12,23,0,0
280,2023-01-01 04:30:00,10,Minto Park,25.4352,81.882,33.0,45.6,120,56,5,59,Clear,Sunday,1,0,0.85,15,4,7,7,1,4
3714,2023-01-03 13:50:00,4,Tagore Town,25.4675,81.8867,145.0,29.98,120,67,4,49,Clear,Tuesday,0,0,2.73,91,14,11,29,0,13
1430,2023-01-01 23:40:00,10,Minto Park,25.4352,81.882,40.0,47.08,120,56,5,59,Clear,Sunday,1,0,0.65,28,1,5,6,1,23
6339,2023-01-05 09:30:00,9,MNNIT Gate,25.492,81.8639,118.0,30.86,120,58,5,57,Clear,Thursday,0,0,2.35,75,12,11,20,0,9
113,2023-01-01 01:50:00,3,Chowk,25.4314,81.8437,48.0,43.93,120,62,4,54,Clear,Sunday,1,0,0.89,26,5,3,14,1,1
8326,2023-01-06 18:40:00,6,Allahabad Junction,25.4358,81.8307,231.0,26.41,120,74,4,42,Clear,Friday,0,0,4.94,123,26,27,55,0,18
6546,2023-01-05 13:00:00,6,Allahabad Junction,25.4358,81.8307,45.0,41.29,120,63,4,52,Clear,Thursday,0,0,0.71,27,2,4,12,0,13
1979,2023-01-02 08:50:00,9,MNNIT Gate,25.492,81.8639,142.0,30.28,120,63,4,53,Clear,Monday,0,0,3.02,79,16,16,31,0,8
6771,2023-01-05 16:50:00,1,Civil Lines,25.4486,81.8333,69.0,40.59,120,69,4,47,Clear,Thursday,0,0,1.21,43,3,9,14,0,16
8511,2023-01-06 21:50:00,1,Civil Lines,25.4486,81.8333,100.0,37.85,120,58,3,59,Clear,Friday,0,0,2.05,57,9,13,21,0,21
8402,2023-01-06 20:00:00,2,Katra,25.455,81.8463,27.0,49.81,120,66,5,49,Heatwave,Friday,0,0,0.48,17,1,4,5,0,20
2238,2023-01-02 13:10:00,8,Jhunsi,25.4326,81.9061,77.0,36.1,120,60,5,55,Clear,Monday,0,0,1.23,41,5,5,26,0,13
1805,2023-01-02 06:00:00,5,Naini Bridge,25.4088,81.8592,91.0,29.6,120,63,3,54,Fog,Monday,0,0,1.7,63,9,6,13,0,6
4057,2023-01-03 19:30:00,7,Phaphamau,25.4945,81.8686,184.0,26.26,120,84,4,32,Clear,Tuesday,0,0,3.86,111,20,20,33,0,19
4416,2023-01-04 01:30:00,6,Allahabad Junction,25.4358,81.8307,78.0,29.37,120,52,5,63,Fog,Wednesday,0,0,1.45,52,4,11,11,0,1
4020,2023-01-03 18:50:00,10,Minto Park,25.4352,81.882,197.0,25.04,120,71,4,45,Clear,Tuesday,0,0,4.21,111,25,18,43,0,18
2103,2023-01-02 11:00:00,3,Chowk,25.4314,81.8437,116.0,30.69,120,66,5,49,Clear,Monday,0,0,2.2,69,9,13,25,0,11
1227,2023-01-01 20:20:00,7,Phaphamau,25.4945,81.8686,101.0,33.75,120,62,3,55,Clear,Sunday,1,0,1.74,64,9,5,23,1,20
3788,2023-01-03 15:00:00,8,Jhunsi,25.4326,81.9061,68.0,40.27,120,61,5,54,Clear,Tuesday,0,0,1.3,40,4,10,14,0,15
4179,2023-01-03 21:30:00,9,MNNIT Gate,25.492,81.8639,75.0,43.22,120,54,4,62,Clear,Tuesday,0,0,1.59,47,9,7,12,0,21
616,2023-01-01 10:10:00,6,Allahabad Junction,25.4358,81.8307,86.0,40.22,120,55,5,60,Clear,Sunday,1,0,1.8,55,10,8,13,1,10
5142,2023-01-04 13:40:00,2,Katra,25.455,81.8463,101.0,37.1,120,60,3,57,Clear,Wednesday,0,0,2.19,57,9,16,19,0,13
4849,2023-01-04 08:40:00,9,MNNIT Gate,25.492,81.8639,267.0,24.14,120,73,3,44,Clear,Wednesday,0,0,6.04,152,34,32,49,0,8
2997,2023-01-03 01:50:00,7,Phaphamau,25.4945,81.8686,116.0,32.87,120,55,5,60,Clear,Tuesday,0,0,2.32,78,11,12,15,0,1
7807,2023-01-06 10:00:00,7,Phaphamau,25.4945,81.8686,171.0,28.21,120,87,3,30,Clear,Friday,0,0,3.48,104,18,17,32,0,10
754,2023-01-01 12:30:00,4,Tagore Town,25.4675,81.8867,28.0,48.21,120,57,3,60,Clear,Sunday,1,0,0.7,12,5,3,8,1,12
9244,2023-01-07 10:00:00,4,Tagore Town,25.4675,81.8867,158.0,29.33,120,89,5,26,Clear,Saturday,0,0,3.0,103,13,16,26,1,10
9853,2023-01-07 20:10:00,3,Chowk,25.4314,81.8437,259.0,11.11,120,71,4,45,Clear,Saturday,0,2,5.38,153,27,29,50,1,20
6674,2023-01-05 15:10:00,4,Tagore Town,25.4675,81.8867,48.0,47.1,120,64,5,51,Clear,Thursday,0,0,1.13,27,6,7,8,0,15
2050,2023-01-02 10:00:00,10,Minto Park,25.4352,81.882,183.0,28.54,120,84,6,30,Clear,Monday,0,0,3.63,109,13,26,35,0,10
1784,2023-01-02 05:40:00,4,Tagore Town,25.4675,81.8867,138.0,31.16,120,63,3,54,Clear,Monday,0,0,2.89,89,16,13,20,0,5
121,2023-01-01 02:00:00,1,Civil Lines,25.4486,81.8333,66.0,40.93,120,62,3,55,Clear,Sunday,1,1,1.06,42,3,6,15,1,2
4539,2023-01-04 03:30:00,9,MNNIT Gate,25.492,81.8639,123.0,32.22,120,60,5,55,Clear,Wednesday,0,0,2.42,78,13,10,22,0,3
4808,2023-01-04 08:00:00,8,Jhunsi,25.4326,81.9061,210.0,24.67,120,77,4,39,Clear,Wednesday,0,0,4.4,125,24,21,40,0,8
2654,2023-01-02 20:10:00,4,Tagore Town,25.4675,81.8867,211.0,23.7,120,76,4,40,Light Rain,Monday,0,0,4.2,122,21,21,47,0,20
5852,2023-01-05 01:30:00,2,Katra,25.455,81.8463,61.0,37.34,120,59,5,56,Light Rain,Thursday,0,0,1.38,36,8,7,10,0,1
1456,2023-01-02 00:10:00,6,Allahabad Junction,25.4358,81.8307,65.0,39.48,120,51,5,64,Clear,Monday,0,0,1.27,39,7,5,14,0,0
3384,2023-01-03 08:20:00,4,Tagore Town,25.4675,81.8867,143.0,23.99,120,66,5,49,Heavy Rain,Tuesday,0,0,2.74,86,12,15,30,0,8
488,2023-01-01 08:00:00,8,Jhunsi,25.4326,81.9061,118.0,32.43,120,59,4,57,Clear,Sunday,1,0,2.1,73,9,10,26,1,8
1739,2023-01-02 04:50:00,9,MNNIT Gate,25.492,81.8639,114.0,34.15,120,64,3,53,Clear,Monday,0,0,2.12,69,8,13,24,0,4
3027,2023-01-03 02:20:00,7,Phaphamau,25.4945,81.8686,49.0,46.01,120,60,6,54,Clear,Tuesday,0,0,1.11,26,5,8,10,0,2
1181,2023-01-01 19:40:00,1,Civil Lines,25.4486,81.8333,159.0,28.73,120,85,3,32,Clear,Sunday,1,1,2.83,96,10,17,36,1,19
201,2023-01-01 03:20:00,1,Civil Lines,25.4486,81.8333,93.0,36.32,120,64,4,52,Clear,Sunday,1,1,1.94,55,10,10,18,1,3
2248,2023-01-02 13:20:00,8,Jhunsi,25.4326,81.9061,100.0,34.76,120,66,3,51,Clear,Monday,0,0,2.22,66,15,7,12,0,13
5861,2023-01-05 01:40:00,1,Civil Lines,25.4486,81.8333,56.0,39.45,120,62,4,54,Light Rain,Thursday,0,0,1.28,34,7,7,8,0,1
6030,2023-01-05 04:20:00,10,Minto Park,25.4352,81.882,45.0,39.43,120,54,5,61,Heatwave,Thursday,0,0,0.74,31,3,3,8,0,4
6594,2023-01-05 13:50:00,4,Tagore Town,25.4675,81.8867,22.0,52.97,120,59,3,58,Clear,Thursday,0,0,0.33,13,2,0,7,0,13
2075,2023-01-02 10:30:00,5,Naini Bridge,25.4088,81.8592,176.0,30.71,120,80,3,37,Clear,Monday,0,0,3.68,110,17,22,27,0,10
1147,2023-01-01 19:00:00,7,Phaphamau,25.4945,81.8686,96.0,36.19,120,53,4,63,Clear,Sunday,1,0,1.85,58,7,12,19,1,19
956,2023-01-01 15:50:00,6,Allahabad Junction,25.4358,81.8307,80.0,38.32,120,64,4,52,Clear,Sunday,1,0,1.66,47,9,8,16,1,15
6102,2023-01-05 05:40:00,2,Katra,25.455,81.8463,35.0,41.87,120,56,5,59,Light Rain,Thursday,0,0,0.57,25,3,1,6,0,5
2132,2023-01-02 11:30:00,2,Katra,25.455,81.8463,123.0,30.24,120,58,5,57,Cold Wave,Monday,0,0,2.47,79,15,8,21,0,11
4330,2023-01-04 00:00:00,10,Minto Park,25.4352,81.882,95.0,35.89,120,58,4,58,Clear,Wednesday,0,0,1.64,55,6,9,25,0,0
3301,2023-01-03 07:00:00,1,Civil Lines,25.4486,81.8333,123.0,24.3,120,60,4,57,Heavy Rain,Tuesday,0,0,2.4,85,13,9,16,0,7
6944,2023-01-05 19:40:00,4,Tagore Town,25.4675,81.8867,80.0,40.49,120,50,4,66,Clear,Thursday,0,0,1.48,58,9,3,10,0,19
5940,2023-01-05 02:50:00,10,Minto Park,25.4352,81.882,43.0,44.96,120,57,5,58,Clear,Thursday,0,0,0.98,24,7,3,9,0,2
1298,2023-01-01 21:30:00,8,Jhunsi,25.4326,81.9061,33.0,50.34,120,59,5,56,Clear,Sunday,1,0,0.55,23,3,1,6,1,21
3036,2023-01-03 02:30:00,6,Allahabad Junction,25.4358,81.8307,151.0,30.81,120,83,4,33,Clear,Tuesday,0,0,3.21,83,17,17,34,0,2
5319,2023-01-04 16:30:00,9,MNNIT Gate,25.492,81.8639,140.0,31.04,120,57,6,57,Clear,Wednesday,0,0,2.72,64,14,12,28,0,16
8974,2023-01-07 05:30:00,4,Tagore Town,25.4675,81.8867,111.0,30.29,120,65,5,50,Clear,Saturday,0,0,2.45,63,14,12,22,1,5
4118,2023-01-03 20:30:00,8,Jhunsi,25.4326,81.9061,369.0,10.23,120,82,5,33,Clear,Tuesday,0,4,7.5,225,46,25,73,0,20
7134,2023-01-05 22:50:00,4,Tagore Town,25.4675,81.8867,79.0,42.3,120,63,4,53,Clear,Thursday,0,0,1.34,46,5,7,21,0,22
5947,2023-01-05 03:00:00,7,Phaphamau,25.4945,81.8686,64.0,36.72,120,59,6,55,Light Rain,Thursday,0,0,1.34,37,5,10,12,0,3
7538,2023-01-06 05:30:00,8,Jhunsi,25.4326,81.9061,89.0,32.54,120,60,3,57,Fog,Friday,0,0,1.43,60,6,5,18,0,5
9171,2023-01-07 08:50:00,1,Civil Lines,25.4486,81.8333,106.0,34.32,120,56,4,60,Clear,Saturday,0,0,1.84,75,11,6,16,1,8
3183,2023-01-03 05:00:00,3,Chowk,25.4314,81.8437,79.0,37.19,120,60,7,53,Clear,Tuesday,0,0,1.38,53,6,6,14,0,5
8931,2023-01-07 04:50:00,1,Civil Lines,25.4486,81.8333,99.0,34.69,120,62,4,54,Clear,Saturday,0,0,1.75,64,5,12,18,1,4
965,2023-01-01 16:00:00,5,Naini Bridge,25.4088,81.8592,47.0,47.59,120,63,6,51,Clear,Sunday,1,0,1.25,26,6,10,5,1,16
4941,2023-01-04 10:20:00,1,Civil Lines,25.4486,81.8333,172.0,26.24,120,82,5,33,Clear,Wednesday,0,0,3.28,102,11,17,38,0,10
4021,2023-01-03 19:00:00,1,Civil Lines,25.4486,81.8333,287.0,22.74,120,78,3,39,Clear,Tuesday,0,0,5.88,181,34,23,49,0,19
642,2023-01-01 10:40:00,2,Katra,25.455,81.8463,49.0,42.77,120,67,6,47,Clear,Sunday,1,1,0.9,31,3,6,9,1,10
8361,2023-01-06 19:20:00,1,Civil Lines,25.4486,81.8333,253.0,25.07,120,84,4,32,Clear,Friday,0,0,5.14,151,26,26,50,0,19
5195,2023-01-04 14:30:00,5,Naini Bridge,25.4088,81.8592,102.0,35.38,120,56,4,60,Clear,Wednesday,0,0,2.28,53,13,12,24,0,14
3906,2023-01-03 17:00:00,6,Allahabad Junction,25.4358,81.8307,229.0,26.99,120,84,5,31,Clear,Tuesday,0,0,3.94,149,13,23,44,0,17
5446,2023-01-04 18:40:00,6,Allahabad Junction,25.4358,81.8307,219.0,26.6,120,78,6,36,Clear,Wednesday,0,0,4.98,119,28,27,45,0,18
1202,2023-01-01 20:00:00,2,Katra,25.455,81.8463,189.0,27.95,120,81,3,36,Clear,Sunday,1,1,3.98,116,18,25,30,1,20
6759,2023-01-05 16:30:00,9,MNNIT Gate,25.492,81.8639,82.0,35.41,120,61,5,54,Clear,Thursday,0,0,1.5,58,6,8,10,0,16
7169,2023-01-05 23:20:00,9,MNNIT Gate,25.492,81.8639,22.0,47.12,120,58,4,58,Clear,Thursday,0,0,0.42,14,2,2,4,0,23
5123,2023-01-04 13:20:00,3,Chowk,25.4314,81.8437,161.0,29.25,120,82,2,36,Clear,Wednesday,0,0,3.16,97,19,10,35,0,13
5734,2023-01-04 23:30:00,4,Tagore Town,25.4675,81.8867,105.0,32.93,120,61,5,54,Clear,Wednesday,0,0,1.72,68,5,10,22,0,23
3979,2023-01-03 18:10:00,9,MNNIT Gate,25.492,81.8639,220.0,24.9,120,83,4,33,Clear,Tuesday,0,0,4.5,133,26,18,43,0,18
9358,2023-01-07 11:50:00,8,Jhunsi,25.4326,81.9061,69.0,38.46,120,68,3,49,Clear,Saturday,0,0,1.19,43,11,7,15,1,11
7148,2023-01-05 23:00:00,8,Jhunsi,25.4326,81.9061,70.0,36.55,120,60,5,55,Light Rain,Thursday,0,0,1.46,44,6,10,10,0,23
9941,2023-01-07 21:40:00,1,Civil Lines,25.4486,81.8333,112.83906882591093,35.31,120,58,5,57,Cold Wave,Saturday,0,0,1.99,60,10,11,12,1,21
6824,2023-01-05 17:40:00,4,Tagore Town,25.4675,81.8867,108.0,35.46,120,49,2,69,Clear,Thursday,0,0,2.51,66,17,9,16,0,17
8661,2023-01-07 00:20:00,1,Civil Lines,25.4486,81.8333,110.0,33.67,120,60,6,54,Clear,Saturday,0,0,2.12,61,10,11,28,1,0
612,2023-01-01 10:10:00,2,Katra,25.455,81.8463,123.0,34.34,120,57,4,59,Clear,Sunday,1,1,2.52,74,14,11,24,1,10
2073,2023-01-02 10:30:00,3,Chowk,25.4314,81.8437,79.0,38.13,120,55,4,61,Clear,Monday,0,0,1.46,40,7,7,25,0,10
630,2023-01-01 10:20:00,10,Minto Park,25.4352,81.882,72.0,36.92,120,70,3,47,Light Rain,Sunday,1,0,1.48,49,9,5,9,1,10
7325,2023-01-06 02:00:00,5,Naini Bridge,25.4088,81.8592,108.0,29.56,120,64,6,50,Light Rain,Friday,0,0,2.18,69,14,6,19,0,2
7462,2023-01-06 04:20:00,2,Katra,25.455,81.8463,149.0,30.03,120,58,4,58,Clear,Friday,0,0,3.02,89,18,11,31,0,4
3838,2023-01-03 15:50:00,8,Jhunsi,25.4326,81.9061,83.0,37.53,120,62,7,51,Clear,Tuesday,0,0,1.81,48,12,6,17,0,15
6501,2023-01-05 12:20:00,1,Civil Lines,25.4486,81.8333,83.0,35.79,120,61,3,56,Clear,Thursday,0,0,2.02,46,14,8,15,0,12
9619,2023-01-07 16:10:00,9,MNNIT Gate,25.492,81.8639,79.0,35.73,120,67,3,50,Clear,Saturday,0,0,1.31,51,5,6,17,1,16
10066,2023-01-07 23:40:00,6,Allahabad Junction,25.4358,81.8307,108.0,34.95,120,51,5,64,Clear,Saturday,0,0,2.225783619817998,71,8,7,22,1,23
2691,2023-01-02 20:50:00,1,Civil Lines,25.4486,81.8333,243.0,23.63,120,89,4,27,Clear,Monday,0,0,4.66,156,23,21,43,0,20
791,2023-01-01 13:10:00,1,Civil Lines,25.4486,81.8333,69.0,39.65,120,64,4,52,Clear,Sunday,1,1,1.48,67,9,6,15,1,13
7076,2023-01-05 21:50:00,6,Allahabad Junction,25.4358,81.8307,71.0,42.15,120,56,4,60,Clear,Thursday,0,0,1.51,37,10,5,19,0,21
5087,2023-01-04 12:40:00,7,Phaphamau,25.4945,81.8686,92.0,33.77,120,56,4,60,Clear,Wednesday,0,0,2.31,50,14,13,15,0,12
1875,2023-01-02 07:10:00,5,Naini Bridge,25.4088,81.8592,239.0,25.92,120,87,5,28,Clear,Monday,0,0,4.96,129,22,32,56,0,7
7117,2023-01-05 22:30:00,7,Phaphamau,25.4945,81.8686,49.0,44.89,120,60,3,57,Clear,Thursday,0,0,1.04,21,6,5,17,0,22
9223,2023-01-07 09:40:00,3,Chowk,25.4314,81.8437,146.0,30.91,120,60,4,56,Clear,Saturday,0,0,3.15,72,19,14,41,1,9
3882,2023-01-03 16:40:00,2,Katra,25.455,81.8463,75.0,37.63,120,64,3,53,Clear,Tuesday,0,0,1.46,43,8,6,18,0,16
3595,2023-01-03 11:50:00,5,Naini Bridge,25.4088,81.8592,50.0,30.73,120,61,6,53,Heavy Rain,Tuesday,0,0,1.13,32,5,8,5,0,11
9772,2023-01-07 18:50:00,2,Katra,25.455,81.8463,171.0,22.92,120,79,2,39,Fog,Saturday,0,0,4.13,106,25,21,19,1,18
6939,2023-01-05 19:30:00,9,MNNIT Gate,25.492,81.8639,81.0,35.69,120,50,3,67,Cold Wave,Thursday,0,0,1.61,43,7,10,21,0,19
5145,2023-01-04 13:40:00,5,Naini Bridge,25.4088,81.8592,183.0,14.64,120,71,4,45,Clear,Wednesday,0,4,3.6,112,15,22,34,0,13
3954,2023-01-03 17:50:00,4,Tagore Town,25.4675,81.8867,240.0,24.43,120,80,5,35,Clear,Tuesday,0,0,4.65,144,23,22,51,0,17
2952,2023-01-03 01:10:00,2,Katra,25.455,81.8463,53.0,31.23,120,63,4,53,Heavy Rain,Tuesday,0,0,1.02,34,3,8,8,0,1
5595,2023-01-04 21:10:00,5,Naini Bridge,25.4088,81.8592,84.0,34.3,120,57,6,57,Clear,Wednesday,0,0,1.65,52,5,13,14,0,21
9252,2023-01-07 10:10:00,2,Katra,25.455,81.8463,125.0,31.99,120,59,6,55,Clear,Saturday,0,0,2.81,76,18,11,20,1,10
7030,2023-01-05 21:00:00,10,Minto Park,25.4352,81.882,78.0,38.43,120,56,5,59,Clear,Thursday,0,0,1.48,44,6,9,19,0,21
4378,2023-01-04 00:50:00,8,Jhunsi,25.4326,81.9061,186.0,25.32,120,81,6,33,Clear,Wednesday,0,0,3.32,101,14,17,54,0,0
6320,2023-01-05 09:10:00,10,Minto Park,25.4352,81.882,127.0,30.1,120,60,6,54,Heatwave,Thursday,0,0,2.78,72,10,23,22,0,9
5287,2023-01-04 16:00:00,7,Phaphamau,25.4945,81.8686,93.0,36.44,120,68,5,47,Clear,Wednesday,0,0,1.85,56,8,11,18,0,16
5742,2023-01-04 23:40:00,2,Katra,25.455,81.8463,68.0,44.64,120,63,6,51,Clear,Wednesday,0,0,1.56,40,9,8,11,0,23
5230,2023-01-04 15:00:00,10,Minto Park,25.4352,81.882,167.0,27.46,120,86,2,32,Clear,Wednesday,0,0,3.56,98,18,20,31,0,15
692,2023-01-01 11:30:00,2,Katra,25.455,81.8463,53.0,39.6,120,66,2,52,Light Rain,Sunday,1,1,1.12,33,7,4,9,1,11
8067,2023-01-06 14:20:00,7,Phaphamau,25.4945,81.8686,88.0,37.02,120,55,5,60,Clear,Friday,0,0,1.92,55,9,12,12,0,14
6959,2023-01-05 19:50:00,9,MNNIT Gate,25.492,81.8639,69.0,26.84,120,58,3,59,Heavy Rain,Thursday,0,0,1.31,41,7,5,16,0,19
5817,2023-01-05 00:50:00,7,Phaphamau,25.4945,81.8686,66.0,37.17,120,62,5,53,Clear,Thursday,0,0,1.55,29,7,12,18,0,0
3217,2023-01-03 05:30:00,7,Phaphamau,25.4945,81.8686,93.0,39.77,120,59,4,57,Clear,Tuesday,0,0,2.18,43,16,7,27,0,5
652,2023-01-01 10:50:00,2,Katra,25.455,81.8463,133.0,23.43,120,59,7,54,Heavy Rain,Sunday,1,1,2.61,78,16,8,31,1,10
195,2023-01-01 03:10:00,5,Naini Bridge,25.4088,81.8592,45.0,32.69,120,66,4,50,Heavy Rain,Sunday,1,0,0.9,29,6,2,8,1,3
5352,2023-01-04 17:10:00,2,Katra,25.455,81.8463,162.0,20.11,120,82,5,33,Heavy Rain,Wednesday,0,0,2.92,92,15,11,44,0,17
676,2023-01-01 11:10:00,6,Allahabad Junction,25.4358,81.8307,46.0,40.46,120,57,6,57,Clear,Sunday,1,0,1.07,28,4,9,5,1,11
5339,2023-01-04 16:50:00,9,MNNIT Gate,25.492,81.8639,31.0,49.07,120,55,4,61,Clear,Wednesday,0,0,0.73,21,6,1,3,0,16
326,2023-01-01 05:20:00,6,Allahabad Junction,25.4358,81.8307,53.0,44.36,120,73,4,43,Clear,Sunday,1,0,1.06,30,3,9,11,1,5
9943,2023-01-07 21:40:00,3,Chowk,25.4314,81.8437,73.0,37.17,120,57,5,58,Cold Wave,Saturday,0,0,1.22,48,5,5,15,1,21
7230,2023-01-06 00:20:00,10,Minto Park,25.4352,81.882,107.0,17.41,120,62,4,54,Clear,Friday,0,4,1.91,63,9,8,27,0,0
8800,2023-01-07 02:30:00,10,Minto Park,25.4352,81.882,98.0,17.78,120,68,4,48,Clear,Saturday,0,4,1.98,61,8,13,16,1,2
3542,2023-01-03 11:00:00,2,Katra,25.455,81.8463,138.0,32.22,120,69,4,47,Clear,Tuesday,0,0,3.12,77,16,19,26,0,11
8394,2023-01-06 19:50:00,4,Tagore Town,25.4675,81.8867,126.0,23.62,120,60,4,56,Heavy Rain,Friday,0,3,2.79,70,14,17,25,0,19
8935,2023-01-07 04:50:00,5,Naini Bridge,25.4088,81.8592,93.0,35.71,120,57,5,58,Clear,Saturday,0,0,1.92,53,13,5,22,1,4
6247,2023-01-05 08:00:00,7,Phaphamau,25.4945,81.8686,96.0,34.61,120,63,5,52,Clear,Thursday,0,0,1.61,62,4,11,19,0,8
3891,2023-01-03 16:50:00,1,Civil Lines,25.4486,81.8333,93.0,33.56,120,52,4,64,Clear,Tuesday,0,0,1.87,47,8,12,26,0,16
894,2023-01-01 14:50:00,4,Tagore Town,25.4675,81.8867,30.0,33.78,120,61,3,56,Heavy Rain,Sunday,1,0,0.48,22,1,3,4,1,14
7094,2023-01-05 22:10:00,4,Tagore Town,25.4675,81.8867,68.0,38.9,120,48,5,67,Clear,Thursday,0,0,0.97,46,2,5,15,0,22
3695,2023-01-03 13:30:00,5,Naini Bridge,25.4088,81.8592,119.0,31.46,120,59,6,55,Heatwave,Tuesday,0,0,2.3,77,8,16,18,0,13
7681,2023-01-06 08:00:00,1,Civil Lines,25.4486,81.8333,194.0,27.82,120,78,3,39,Clear,Friday,0,0,3.9,126,17,23,28,0,8
4247,2023-01-03 22:40:00,7,Phaphamau,25.4945,81.8686,103.0,33.65,120,60,3,57,Clear,Tuesday,0,0,2.38,59,14,12,18,0,22
2607,2023-01-02 19:20:00,7,Phaphamau,25.4945,81.8686,153.0,26.24,120,73,5,42,Light Rain,Monday,0,0,3.14,86,15,18,34,0,19
8143,2023-01-06 15:40:00,3,Chowk,25.4314,81.8437,71.0,39.0,120,71,4,45,Clear,Friday,0,3,1.27,38,7,4,22,0,15
4112,2023-01-03 20:30:00,2,Katra,25.455,81.8463,258.0,23.65,120,88,4,28,Clear,Tuesday,0,0,5.14,149,20,35,54,0,20
8569,2023-01-06 22:40:00,9,MNNIT Gate,25.492,81.8639,83.0,36.63,120,55,4,61,Clear,Friday,0,0,1.98,38,13,9,23,0,22
3999,2023-01-03 18:30:00,9,MNNIT Gate,25.492,81.8639,154.0,28.11,120,86,5,29,Clear,Tuesday,0,0,3.15,88,15,18,33,0,18
3732,2023-01-03 14:10:00,2,Katra,25.455,81.8463,69.0,26.23,120,61,6,53,Heavy Rain,Tuesday,0,0,1.2,51,5,5,8,0,14
4601,2023-01-04 04:40:00,1,Civil Lines,25.4486,81.8333,95.0,37.16,120,56,6,58,Clear,Wednesday,0,0,1.83,47,6,14,28,0,4
4424,2023-01-04 01:40:00,4,Tagore Town,25.4675,81.8867,72.0,37.41,120,61,6,53,Light Rain,Wednesday,0,0,1.46,45,7,8,12,0,1
3123,2023-01-03 04:00:00,3,Chowk,25.4314,81.8437,123.0,32.75,120,65,5,50,Clear,Tuesday,0,0,2.15,79,9,10,25,0,4
5858,2023-01-05 01:30:00,8,Jhunsi,25.4326,81.9061,45.0,39.5,120,62,3,55,Light Rain,Thursday,0,0,0.96,26,2,10,7,0,1
3723,2023-01-03 14:00:00,3,Chowk,25.4314,81.8437,90.0,38.14,120,59,4,57,Clear,Tuesday,0,0,1.59,57,7,7,19,0,14
3366,2023-01-03 08:00:00,6,Allahabad Junction,25.4358,81.8307,189.0,29.39,120,85,4,31,Clear,Tuesday,0,0,3.78,121,23,12,33,0,8
1670,2023-01-02 03:40:00,10,Minto Park,25.4352,81.882,61.0,37.83,120,56,5,59,Light Rain,Monday,0,0,0.86,39,2,4,16,0,3
419,2023-01-01 06:50:00,9,MNNIT Gate,25.492,81.8639,52.0,42.0,120,68,4,48,Cold Wave,Sunday,1,0,0.93,33,3,10,10,1,6
2276,2023-01-02 13:50:00,6,Allahabad Junction,25.4358,81.8307,119.0,32.46,120,69,5,46,Clear,Monday,0,0,2.3,84,12,9,14,0,13
2336,2023-01-02 14:50:00,6,Allahabad Junction,25.4358,81.8307,112.0,36.13,120,69,6,45,Clear,Monday,0,0,2.225783619817998,61,14,13,24,0,14
1376,2023-01-01 22:50:00,6,Allahabad Junction,25.4358,81.8307,32.0,35.55,120,64,5,51,Heavy Rain,Sunday,1,0,0.5,22,3,0,7,1,22
6823,2023-01-05 17:40:00,3,Chowk,25.4314,81.8437,112.0,34.76,120,64,5,51,Clear,Thursday,0,0,1.98,73,11,5,23,0,17
7083,2023-01-05 22:00:00,3,Chowk,25.4314,81.8437,32.0,44.45,120,60,3,57,Heatwave,Thursday,0,0,0.77,18,6,2,6,0,22
8860,2023-01-07 03:30:00,10,Minto Park,25.4352,81.882,102.0,12.76,120,51,2,67,Heavy Rain,Saturday,0,4,1.79,61,6,11,24,1,3
7425,2023-01-06 03:40:00,5,Naini Bridge,25.4088,81.8592,156.0,29.08,120,87,5,28,Clear,Friday,0,0,3.05,101,14,16,25,0,3
1756,2023-01-02 05:10:00,6,Allahabad Junction,25.4358,81.8307,111.0,32.48,120,59,6,55,Clear,Monday,0,0,2.17,64,8,15,24,0,5
2993,2023-01-03 01:50:00,3,Chowk,25.4314,81.8437,111.0,35.92,120,71,5,44,Clear,Tuesday,0,0,2.3,67,16,5,19,0,1
1500,2023-01-02 00:50:00,10,Minto Park,25.4352,81.882,95.0,30.09,120,51,5,64,Cold Wave,Monday,0,0,1.97,57,9,12,17,0,0
2877,2023-01-02 23:50:00,7,Phaphamau,25.4945,81.8686,108.88821138211382,38.82,120,64,4,52,Clear,Monday,0,0,2.0,36,14,9,18,0,23
4860,2023-01-04 08:50:00,10,Minto Park,25.4352,81.882,284.0,24.27,120,78,6,36,Clear,Wednesday,0,0,5.62,173,27,29,55,0,8
6691,2023-01-05 15:30:00,1,Civil Lines,25.4486,81.8333,62.0,38.16,120,58,5,57,Heatwave,Thursday,0,0,1.26,37,6,7,12,0,15
1135,2023-01-01 18:50:00,5,Naini Bridge,25.4088,81.8592,52.0,28.68,120,57,6,57,Heavy Rain,Sunday,1,0,1.03,28,6,4,14,1,18
1334,2023-01-01 22:10:00,4,Tagore Town,25.4675,81.8867,43.0,37.93,120,54,5,61,Light Rain,Sunday,1,0,0.71,32,2,4,5,1,22
9295,2023-01-07 10:50:00,5,Naini Bridge,25.4088,81.8592,147.0,29.76,120,59,5,56,Clear,Saturday,0,0,2.6,96,11,12,28,1,10
